distance_km,driver_experience_years,restaurant_rating,order_items,preparation_time_min,weather,traffic_level,time_of_day,vehicle_type,delivery_area,day_of_week,delivery_time_min
1.91,1.9,4.5,2,10.5,Clear,High,Afternoon,Bike,Suburban,Saturday,35.5
24.76,,4.9,5,6.3,Rain,Medium,Afternoon,Bike,Rural,Monday,72.8
0.87,0.6,4.6,2,28.1,Fog,High,Evening,Car,Suburban,Monday,68.1
13.24,3.6,4.3,5,15.2,Clear,Medium,Night,Bike,Suburban,Tuesday,45.5
12.02,2.5,4.3,5,25.4,Clear,High,Afternoon,Bike,Urban,Saturday,86.5
1.1,4.2,4.3,4,27.2,Clear,High,Afternoon,Bike,Urban,Wednesday,43.5
7.53,4.6,3.3,3,18.5,Cloudy,Medium,Afternoon,Scooter,Suburban,Friday,44.6
5.33,1.8,4.1,3,14.5,Clear,High,Morning,Car,Urban,Tuesday,54.1
8.44,6.4,4.1,4,23.5,Clear,Low,Afternoon,Bicycle,Urban,Saturday,54.8
7.21,10.4,3.7,5,8.5,Clear,High,Morning,Scooter,Rural,Saturday,54.7
5.35,1.2,4.6,4,11.6,Cloudy,Medium,Afternoon,Bike,Urban,Wednesday,36.1
2.36,5.2,4.3,3,23.8,Cloudy,Medium,Morning,,Suburban,Tuesday,38.6
1.59,3.1,3.2,2,21.9,Cloudy,Medium,Afternoon,Bike,Suburban,Friday,35.2
4.26,3.4,4.2,6,17.6,Clear,Medium,Evening,Scooter,Suburban,Tuesday,36.2
6.56,6.5,4.6,2,22.9,Cloudy,Medium,Afternoon,Bicycle,Urban,Tuesday,53.1
6.15,5.2,3.9,6,12.8,Cloudy,High,Evening,Bike,Urban,Friday,47.4
7.89,2.7,3.8,5,21.8,Cloudy,High,Night,Bike,Urban,Thursday,68.3
2.1,7.1,3.7,6,9.8,Clear,,Evening,Scooter,Suburban,Saturday,31.8
11.96,3.1,4.2,4,22.3,Clear,High,Morning,Scooter,Urban,Wednesday,81.8
4.17,1.9,3.9,5,28.2,Cloudy,Medium,Afternoon,Scooter,Urban,Tuesday,51.9
1.52,3.8,3.6,4,26.9,Clear,High,Evening,Scooter,Suburban,Friday,49.3
7.51,7.7,4.8,4,11.0,Cloudy,Low,Afternoon,Bike,Urban,Friday,25.6
3.76,0.9,4.2,5,29.4,Clear,High,Morning,Scooter,Urban,Wednesday,56.3
2.6,4.9,4.0,6,16.9,Clear,High,Afternoon,Bike,Urban,Thursday,36.9
3.78,0.5,4.8,4,10.1,Cloudy,Medium,Afternoon,Scooter,Urban,Monday,31.5
0.72,5.5,4.3,6,17.5,Clear,Low,Afternoon,Bike,Urban,Thursday,24.4
10.44,4.4,4.1,2,22.1,Clear,High,Evening,Scooter,Urban,Sunday,73.8
8.28,8.7,4.2,3,30.3,Rain,Medium,Morning,Bicycle,Rural,Monday,71.1
8.84,1.1,3.9,8,23.9,Clear,Medium,Afternoon,Scooter,Rural,Friday,54.4
3.17,,4.1,4,31.1,Fog,Low,Evening,Bike,Suburban,Monday,46.9
8.15,1.8,4.4,1,18.0,Clear,Medium,Afternoon,Bicycle,Suburban,Wednesday,50.5
10.84,2.6,4.8,6,11.5,Rain,High,Evening,Bike,Suburban,Saturday,76.4
7.23,9.7,3.9,4,18.1,Rain,Low,Afternoon,Car,Rural,Friday,45.7
4.17,4.2,4.4,2,17.3,Clear,High,Afternoon,Bike,Urban,Monday,42.1
5.11,4.9,3.6,6,18.1,Cloudy,Medium,Night,Car,Urban,Thursday,45.6
8.1,2.5,4.3,2,12.1,Cloudy,Medium,Afternoon,Bike,Suburban,Monday,32.7
12.61,3.3,4.8,4,35.8,,Medium,Morning,Bike,Rural,Wednesday,74.4
5.34,6.6,4.2,5,11.8,Clear,Low,Night,Bicycle,Urban,Saturday,31.7
3.89,8.7,3.9,5,7.2,Fog,High,Evening,Scooter,Urban,Tuesday,49.2
1.22,3.4,3.9,3,17.8,Rain,Medium,Evening,Bike,Urban,Thursday,34.2
4.38,7.6,4.3,2,19.0,Storm,Medium,Morning,Bike,Urban,Thursday,56.8
3.28,3.3,4.2,1,11.5,Rain,High,Morning,Bike,Suburban,Saturday,45.9
1.36,1.9,4.0,6,13.5,Rain,Medium,Evening,Bike,Urban,Monday,34.6
15.4,3.9,4.4,2,27.9,Rain,Medium,Morning,Scooter,Rural,Thursday,81.2
4.12,1.8,3.8,5,15.7,Cloudy,Medium,Morning,Scooter,Suburban,Monday,32.2
6.26,4.1,4.5,3,12.1,Fog,High,Evening,Bicycle,Urban,Monday,71.9
3.39,1.2,4.0,4,9.8,Cloudy,Medium,Afternoon,Car,Suburban,Tuesday,26.5
1.75,5.3,4.4,6,16.1,Clear,Medium,Morning,Bicycle,Suburban,Friday,29.7
6.58,1.3,4.5,6,37.0,Cloudy,High,Morning,Scooter,Urban,Monday,78.2
11.33,1.9,3.4,3,,Clear,High,Afternoon,,Urban,Sunday,70.0
8.02,2.2,4.1,7,12.1,Fog,Medium,Evening,Scooter,Suburban,Thursday,49.9
5.5,1.4,3.6,3,21.0,Cloudy,High,Evening,Bike,Urban,Saturday,58.4
3.31,3.2,3.5,4,20.4,Cloudy,Medium,Morning,Bike,Urban,Tuesday,44.0
4.8,0.2,4.1,3,18.1,Clear,High,Morning,Car,Urban,Wednesday,56.2
6.44,3.0,4.3,3,16.1,Cloudy,High,Afternoon,Scooter,Urban,Friday,51.8
3.1,0.1,3.6,3,14.7,Clear,Low,Afternoon,Bike,Suburban,Wednesday,26.0
6.38,4.2,4.3,5,19.4,Cloudy,High,Afternoon,Scooter,Urban,Thursday,51.2
3.5,1.2,3.8,5,21.5,Cloudy,Medium,Night,Bike,Suburban,Saturday,38.7
0.53,4.5,4.2,1,21.6,Cloudy,Medium,Afternoon,Scooter,Urban,Friday,29.9
1.83,7.4,5.0,6,31.1,Clear,Low,Afternoon,Bike,Suburban,Saturday,36.0
3.64,2.2,4.0,5,17.5,Cloudy,High,Night,Car,Urban,Monday,48.0
6.69,3.5,3.7,5,22.4,Cloudy,Medium,Morning,Scooter,Rural,Friday,50.1
11.01,1.0,4.1,3,18.9,Rain,Low,Night,Bike,Rural,Friday,58.1
5.01,4.5,4.1,3,14.2,Fog,Medium,Afternoon,Car,Urban,Friday,41.3
0.93,5.2,4.0,4,13.3,Rain,High,Afternoon,Car,Suburban,Friday,40.6
6.43,0.9,4.2,7,15.9,Clear,High,Night,Car,Urban,Friday,54.9
3.19,5.3,4.1,3,9.2,Clear,Medium,Afternoon,Scooter,Suburban,Saturday,28.0
1.21,11.5,3.7,4,8.5,Fog,Medium,Afternoon,Bike,Suburban,Tuesday,22.4
6.39,2.6,4.5,4,22.7,Storm,Medium,Afternoon,Scooter,Urban,Monday,56.9
7.08,2.3,4.6,3,13.3,Clear,High,Evening,Car,Urban,Monday,59.7
4.55,6.5,4.0,4,5.7,Rain,Medium,Evening,Bicycle,Urban,Tuesday,36.8
5.18,2.1,4.3,8,24.8,Clear,Medium,Morning,Scooter,Suburban,Friday,46.0
4.45,1.1,3.4,6,15.2,Clear,Medium,Evening,Scooter,Suburban,Wednesday,34.9
6.25,3.0,4.1,3,17.4,Storm,High,Evening,Bike,Urban,Wednesday,70.1
3.57,5.6,4.9,4,14.5,Fog,Medium,Afternoon,Bike,Urban,Sunday,32.4
0.5,3.1,4.5,6,15.1,Storm,Medium,Morning,Bike,Urban,Sunday,45.5
1.86,2.7,4.2,8,19.9,Clear,Low,Afternoon,Bike,Suburban,Thursday,23.8
2.17,4.7,4.1,5,30.2,Cloudy,High,Morning,Scooter,Urban,Thursday,52.4
3.2,1.7,4.0,3,9.3,Fog,High,Morning,Bike,Urban,Tuesday,50.9
7.41,3.6,4.3,5,23.2,Cloudy,Medium,Afternoon,Scooter,Rural,Thursday,48.7
10.17,,4.5,4,11.5,Clear,High,Morning,Scooter,Urban,Wednesday,65.6
4.08,4.5,4.0,3,12.7,Cloudy,Medium,Afternoon,Bike,Suburban,Monday,26.7
5.18,6.8,4.4,3,20.9,Clear,High,Evening,Scooter,Urban,Saturday,53.9
3.67,8.4,3.8,5,22.4,Cloudy,Medium,Afternoon,Bike,Urban,Thursday,35.0
4.45,6.0,4.0,4,13.8,Rain,High,Night,Bike,Suburban,Tuesday,47.3
5.14,5.1,3.7,5,23.7,Clear,High,Night,Bicycle,Urban,Friday,57.4
8.05,3.1,4.2,4,18.7,Clear,High,Evening,Bike,Urban,Thursday,59.5
11.07,5.3,4.2,3,14.4,Cloudy,Low,Night,Bike,Rural,Wednesday,48.3
1.17,3.4,4.3,2,16.4,Cloudy,Medium,Evening,Scooter,Suburban,Tuesday,29.2
2.23,,4.3,3,27.8,Clear,High,Afternoon,Bike,Suburban,Monday,46.3
3.19,,4.4,2,20.6,Clear,High,Evening,,Urban,Thursday,47.5
7.52,0.5,4.9,8,18.2,Rain,High,Morning,Car,Urban,Wednesday,68.4
4.81,2.3,4.4,1,8.2,Clear,Medium,Evening,Scooter,Urban,Monday,35.7
10.05,1.8,3.4,6,17.3,Cloudy,High,Afternoon,Scooter,Rural,Saturday,74.0
1.47,3.5,4.1,2,19.5,Cloudy,Low,Morning,Car,Suburban,Saturday,36.9
6.61,5.8,4.1,3,20.5,Clear,Medium,Afternoon,Bike,Urban,Thursday,38.0
14.93,5.0,,4,10.4,Cloudy,Low,Night,Scooter,Rural,Saturday,50.6
1.93,0.8,4.5,3,21.5,Rain,High,Afternoon,Bike,Urban,Thursday,47.8
0.9,1.2,4.8,6,9.6,Cloudy,High,Morning,Bike,Urban,Tuesday,35.4
3.84,5.1,3.8,7,27.8,Cloudy,High,Morning,Bicycle,Urban,Thursday,61.1
3.91,12.4,4.6,3,8.0,Clear,Medium,Afternoon,,Urban,Wednesday,23.8
12.93,2.1,4.6,2,42.9,Clear,Medium,Evening,Bike,Rural,Thursday,94.3
2.55,1.1,4.3,2,24.4,Cloudy,Medium,Evening,Bike,Suburban,Sunday,41.4
2.22,2.5,4.5,5,13.7,Cloudy,Medium,Afternoon,Bike,Urban,Wednesday,25.9
2.15,1.0,3.9,3,40.9,Clear,Medium,Morning,Scooter,Urban,Tuesday,66.0
1.56,2.9,4.6,8,19.1,Clear,High,Morning,Bike,Suburban,Monday,43.0
3.52,3.5,4.6,3,23.0,Rain,Medium,Afternoon,Car,Urban,Sunday,48.6
6.88,6.7,4.3,6,13.4,Clear,High,Evening,Bike,Urban,Monday,47.1
7.08,4.7,4.3,5,20.8,Fog,High,Evening,Bike,Suburban,Sunday,72.2
1.63,5.7,3.8,7,35.0,Cloudy,High,Afternoon,Bicycle,Urban,Monday,63.1
7.73,2.9,4.5,9,19.0,Clear,High,Evening,Car,Urban,Saturday,73.3
4.12,9.8,4.2,8,18.1,Cloudy,High,Afternoon,Bike,Urban,Wednesday,47.3
6.56,1.0,,5,17.6,Clear,High,Evening,Scooter,Rural,Tuesday,58.1
6.37,3.0,4.5,4,28.4,Fog,High,Afternoon,Car,Urban,Tuesday,71.6
8.0,2.9,4.0,4,,Fog,Medium,Evening,Scooter,Suburban,Monday,54.7
2.68,1.9,3.9,6,12.9,Rain,Medium,Afternoon,Scooter,Urban,Monday,32.3
4.05,7.5,4.6,3,19.6,Cloudy,Low,Night,Scooter,Suburban,Tuesday,35.2
3.43,0.2,3.6,7,20.6,Fog,High,Afternoon,Bicycle,Urban,Friday,61.9
4.32,1.4,4.4,4,12.6,Cloudy,High,Morning,Scooter,Urban,Friday,46.0
3.35,3.5,3.7,3,10.8,Rain,Medium,Morning,Bike,Suburban,Wednesday,32.6
4.63,2.6,3.5,2,11.0,Clear,Low,Afternoon,Scooter,Suburban,Friday,25.1
0.5,3.1,4.4,2,15.7,Fog,Medium,Afternoon,Car,Urban,Saturday,30.1
2.6,1.5,4.3,2,12.8,Cloudy,,Evening,Scooter,Urban,Sunday,39.3
7.25,2.2,3.9,5,9.4,Clear,Medium,Evening,,Rural,Thursday,40.1
5.87,6.5,3.7,4,35.4,Storm,Low,Afternoon,Scooter,Urban,Wednesday,59.2
0.5,5.0,4.3,5,16.9,Rain,Medium,Evening,Scooter,Urban,Sunday,31.5
8.03,3.2,4.0,4,31.5,Fog,High,Evening,Bicycle,Urban,Sunday,99.5
4.07,5.5,4.5,9,15.5,Clear,High,Afternoon,Bike,Urban,Sunday,46.8
7.6,6.3,3.9,5,12.1,Cloudy,Medium,Afternoon,Scooter,Suburban,Friday,35.0
5.08,10.9,4.0,4,10.2,Rain,Medium,Morning,Scooter,Suburban,Friday,30.5
9.36,5.3,4.6,3,13.6,Clear,High,Afternoon,Bike,Urban,Sunday,64.1
5.3,6.1,3.8,4,,Rain,High,Evening,Scooter,Suburban,Thursday,52.8
0.96,1.8,3.6,4,11.1,Cloudy,Low,Night,Bike,Urban,Tuesday,17.3
6.06,4.4,3.8,4,26.7,Clear,High,Evening,Car,Suburban,Sunday,59.8
4.36,3.4,4.2,2,8.5,Rain,High,Afternoon,Car,Urban,Saturday,44.4
2.47,6.2,4.9,4,15.4,Clear,High,Evening,Bike,Urban,Monday,38.1
4.5,6.0,4.2,6,18.4,Rain,Low,Evening,,Suburban,Monday,34.7
5.39,5.9,3.8,3,29.5,Rain,Low,Afternoon,Bicycle,Urban,Sunday,54.4
4.67,7.2,3.8,4,8.6,Cloudy,High,Evening,Bike,Urban,Wednesday,41.5
1.19,4.7,,3,22.9,Cloudy,High,Morning,Car,Urban,Friday,48.0
9.94,1.9,3.5,5,21.7,Clear,Low,Morning,Bike,Suburban,Monday,48.5
6.66,5.1,3.4,6,17.7,Clear,Medium,Morning,Bike,Urban,Tuesday,39.5
3.89,6.2,4.2,4,19.0,Rain,High,Morning,Scooter,Suburban,Saturday,52.0
3.18,6.3,4.5,4,31.8,Clear,Medium,Evening,Bike,Suburban,Sunday,44.8
9.53,2.4,4.5,4,38.6,Clear,Medium,Afternoon,Car,Suburban,Thursday,69.5
4.64,0.6,4.3,11,20.9,Clear,Medium,Afternoon,Scooter,Urban,Monday,41.3
1.26,8.1,4.6,5,16.1,Cloudy,Medium,Afternoon,Scooter,Suburban,Tuesday,23.7
9.56,2.2,4.1,3,15.8,Rain,High,Afternoon,Scooter,Urban,Tuesday,68.3
7.07,3.0,4.0,5,30.5,Clear,Low,Afternoon,Scooter,Rural,Sunday,55.7
1.25,2.6,4.1,5,24.9,Clear,High,Morning,Car,Suburban,Wednesday,49.2
4.7,3.8,4.3,3,13.1,Clear,High,Evening,Scooter,Urban,Sunday,42.3
2.35,2.6,5.0,3,18.5,Clear,High,Morning,,Suburban,Saturday,35.7
3.61,3.6,4.1,2,14.0,Clear,Medium,Evening,Scooter,Urban,Thursday,33.3
5.23,1.8,4.2,2,19.3,Rain,High,Morning,Bike,Urban,Monday,57.9
0.5,7.5,4.8,6,20.1,Cloudy,Medium,Evening,Scooter,Urban,Sunday,33.6
4.3,4.9,4.4,4,12.4,Clear,Medium,Evening,Scooter,Suburban,Monday,34.8
8.26,3.6,3.5,4,10.4,Cloudy,,Morning,Bike,Suburban,Saturday,48.6
6.77,0.4,4.8,2,13.1,Rain,Medium,Morning,Bike,Rural,Wednesday,55.6
0.5,1.5,4.3,5,18.1,Clear,Medium,Night,Bike,Urban,Wednesday,24.8
6.82,5.5,3.1,3,18.5,Clear,Medium,Afternoon,Bike,Suburban,Wednesday,44.4
4.16,1.7,4.0,2,18.5,Rain,High,Evening,Car,Suburban,Wednesday,50.1
5.66,4.5,3.9,6,13.4,Clear,Medium,Morning,Car,Suburban,Friday,30.5
2.85,2.7,4.0,3,12.0,Rain,Low,Afternoon,Bike,Urban,Friday,24.4
4.61,3.6,4.1,5,15.5,Rain,Medium,Afternoon,Bicycle,Urban,Tuesday,44.6
9.63,,4.4,6,16.5,Fog,High,Evening,Bicycle,Suburban,Thursday,89.7
5.71,2.9,4.6,3,18.7,Clear,Low,Afternoon,Car,Urban,Wednesday,34.7
,5.4,4.6,5,16.4,,Medium,Evening,Bike,Urban,Sunday,31.1
7.81,5.5,4.8,4,16.4,Rain,High,Evening,Bike,Urban,Sunday,67.8
3.73,3.8,4.1,6,15.6,Cloudy,Medium,Morning,Scooter,Urban,Friday,36.2
0.51,5.6,3.4,7,25.5,Clear,Medium,Afternoon,Scooter,Urban,Sunday,30.0
2.03,1.1,3.2,3,23.9,Cloudy,High,Morning,Scooter,Urban,Wednesday,50.4
1.67,3.3,4.4,3,13.0,Clear,Low,Afternoon,Scooter,Suburban,Monday,22.0
6.35,2.4,4.1,5,14.9,Cloudy,High,Evening,Car,Rural,Monday,59.0
7.96,2.4,4.7,4,18.0,Fog,Medium,Afternoon,Bicycle,Urban,Saturday,55.3
6.61,2.2,4.3,11,39.5,Cloudy,Low,Afternoon,Scooter,Urban,Wednesday,66.8
2.42,6.9,3.5,4,26.8,Cloudy,High,Evening,Car,Suburban,Saturday,52.6
5.35,1.5,3.9,2,11.5,Storm,High,Evening,Car,Urban,Thursday,67.0
6.37,2.2,4.3,3,12.1,Rain,Medium,Afternoon,Bike,Rural,Monday,48.9
3.16,3.8,3.7,2,15.4,Clear,High,Evening,Car,Urban,Thursday,43.5
4.88,2.3,4.7,2,28.7,Cloudy,High,Morning,Bike,Urban,Friday,61.7
1.35,2.3,4.0,2,15.0,Clear,Medium,Evening,Bike,Urban,Thursday,25.7
3.37,2.5,4.0,4,26.2,Clear,Low,Afternoon,Bicycle,Urban,Saturday,39.9
3.4,4.9,3.5,9,31.2,Cloudy,Medium,Afternoon,Scooter,Suburban,Friday,40.3
2.19,7.2,4.9,4,16.8,Clear,High,Morning,Scooter,Urban,Wednesday,37.2
5.29,5.5,4.1,3,9.3,Clear,High,Evening,Bicycle,Suburban,Friday,48.7
5.32,10.4,4.3,4,9.2,Cloudy,Medium,Evening,Bike,Suburban,Wednesday,29.5
1.8,9.1,3.9,4,12.6,Clear,High,Afternoon,Bike,Suburban,Saturday,32.3
4.01,0.7,4.0,4,23.9,Cloudy,High,Evening,Bike,Rural,Wednesday,58.9
3.76,7.0,4.3,3,19.5,Clear,High,Evening,Scooter,Urban,Friday,42.3
1.97,9.0,4.3,3,6.4,Rain,Medium,Morning,Bike,Urban,Wednesday,29.4
2.88,4.8,4.4,6,21.8,Fog,High,Evening,,Suburban,Monday,59.1
0.5,3.0,4.5,6,10.9,Clear,Medium,Afternoon,Car,Urban,Friday,25.3
3.38,1.7,4.4,6,8.4,Rain,Medium,Night,Bike,Urban,Wednesday,29.8
2.99,5.2,4.4,5,21.7,Clear,Medium,Morning,Scooter,Urban,Friday,31.9
1.4,1.2,3.9,5,18.5,,Medium,Afternoon,Bike,Urban,Thursday,31.2
8.94,3.7,4.1,5,31.4,Clear,Low,Afternoon,Scooter,Rural,Monday,58.6
2.93,14.7,3.7,5,17.1,Clear,Medium,Afternoon,Scooter,Urban,Tuesday,23.9
4.09,1.0,4.0,4,18.5,Clear,Medium,Evening,Scooter,Suburban,Friday,35.6
12.1,3.7,4.3,3,14.6,Rain,Low,Afternoon,Bike,Rural,Thursday,54.1
5.52,6.3,4.3,2,15.0,Rain,Medium,Morning,Bike,Urban,Thursday,37.6
1.08,4.1,4.4,5,24.5,Storm,Low,Afternoon,Bike,Suburban,Monday,31.9
4.23,5.2,4.7,5,12.6,Fog,High,Evening,Bike,Urban,Wednesday,57.5
2.16,1.0,3.7,4,15.8,Clear,High,Evening,Scooter,Urban,Friday,42.4
7.55,10.2,3.4,7,25.7,Clear,Low,Afternoon,Bike,Urban,Sunday,44.0
10.97,4.0,4.1,4,28.7,Clear,High,Afternoon,Bike,Urban,Friday,81.0
8.2,1.3,4.7,8,26.5,Cloudy,High,Morning,Bike,Urban,Thursday,69.7
6.27,6.1,4.7,4,15.4,Rain,High,Evening,Car,Urban,Thursday,55.2
3.63,10.0,4.2,3,9.0,Clear,High,Evening,Scooter,Urban,Friday,34.2
6.62,2.8,4.0,6,15.8,Clear,Medium,Evening,Scooter,Urban,Saturday,45.2
0.77,3.2,4.2,6,24.1,Clear,Medium,Evening,Scooter,Suburban,Tuesday,31.5
2.36,7.1,4.6,4,9.6,Fog,High,Morning,Bike,Urban,Friday,48.0
5.36,5.9,3.9,1,21.8,Cloudy,Medium,Evening,Bike,Suburban,Tuesday,40.5
9.85,1.9,3.9,2,8.0,Rain,High,Morning,Bike,Rural,Monday,77.3
1.59,0.5,4.2,4,22.1,Cloudy,Medium,Morning,Scooter,Suburban,Monday,36.6
5.27,10.2,4.6,3,21.9,Clear,Medium,Afternoon,Bike,Suburban,Monday,35.6
9.23,2.5,4.5,5,19.0,,High,Afternoon,Bike,Suburban,Wednesday,67.5
8.71,1.4,3.4,3,24.1,Rain,Medium,Night,Car,Suburban,Monday,49.9
7.57,2.0,4.5,4,14.9,Rain,Medium,Afternoon,Car,Rural,Monday,51.9
15.33,8.1,,7,20.4,Clear,Medium,Evening,Bike,Rural,Tuesday,66.0
2.74,0.1,4.4,8,23.1,Clear,High,Evening,Car,Urban,Monday,50.9
4.3,7.0,4.1,3,24.5,Clear,Low,Evening,Bike,Suburban,Wednesday,36.4
7.31,4.8,4.3,4,14.9,Clear,Medium,Night,Bike,Suburban,Saturday,37.1
0.5,2.9,4.2,6,18.6,Clear,High,Afternoon,Bike,Urban,Thursday,39.0
4.12,3.8,3.9,3,39.8,Clear,Medium,Afternoon,Bicycle,Urban,Monday,71.0
1.92,5.7,3.9,7,19.2,Rain,Medium,Morning,Bike,Suburban,Wednesday,37.3
3.0,2.7,4.1,3,13.4,Rain,High,Afternoon,Car,Suburban,Thursday,45.8
7.31,2.0,3.7,2,10.5,Rain,High,Evening,Scooter,Urban,Tuesday,60.8
2.72,5.5,4.0,2,12.5,Rain,Medium,Afternoon,Scooter,Urban,Wednesday,27.5
3.64,4.1,4.0,3,23.6,Storm,Medium,Afternoon,Bike,Urban,Wednesday,51.5
3.78,8.5,4.5,3,17.7,Storm,Medium,Morning,,Urban,Thursday,43.1
12.13,8.0,4.4,4,41.1,Clear,Medium,Afternoon,Scooter,Rural,Friday,77.5
10.87,2.9,4.9,4,10.4,Clear,High,Evening,Bike,Rural,Thursday,71.4
4.71,3.4,3.5,1,19.6,Clear,Medium,Afternoon,Scooter,Urban,Monday,37.3
2.93,7.7,4.1,5,20.5,Fog,Medium,Evening,Bike,Urban,Monday,42.5
4.46,6.4,4.6,6,28.5,Clear,High,Evening,Car,Suburban,Sunday,60.4
2.83,4.9,4.3,2,11.1,Clear,High,Evening,Scooter,Suburban,Friday,38.2
10.82,7.1,4.1,3,11.9,Cloudy,,Afternoon,Scooter,Urban,Friday,68.2
3.65,1.1,3.8,3,19.7,Cloudy,Medium,Evening,Scooter,Urban,Sunday,43.3
8.07,4.9,4.4,3,6.6,Cloudy,High,Morning,Bike,Urban,Thursday,52.7
8.1,,4.2,3,19.0,Rain,Low,Afternoon,Bike,Suburban,Monday,42.8
4.72,6.1,4.0,7,16.7,Cloudy,Medium,Evening,Bike,Suburban,Friday,35.4
5.13,4.8,4.5,4,13.9,Rain,Medium,Evening,Scooter,Urban,Tuesday,40.9
9.96,6.9,5.0,6,29.8,Clear,High,Morning,Bike,Rural,Friday,85.6
5.84,8.1,3.8,2,,Rain,High,Evening,Bike,Suburban,Wednesday,58.5
5.34,1.3,4.4,7,27.6,Cloudy,,Morning,Bike,Rural,Monday,48.8
13.93,4.9,4.2,3,19.9,Clear,High,Evening,Bike,Urban,Monday,88.9
4.42,2.4,4.4,3,11.3,Storm,Medium,Night,Scooter,Urban,Wednesday,41.7
16.18,5.7,4.7,9,16.9,Fog,Low,Afternoon,Scooter,Rural,Friday,62.9
9.92,2.3,4.7,5,31.1,Rain,High,Evening,Scooter,Rural,Tuesday,93.1
7.99,2.4,4.0,4,14.9,Fog,Medium,Evening,Bike,Rural,Monday,57.1
2.48,4.0,3.5,3,13.4,Clear,High,Evening,Scooter,Suburban,Wednesday,35.7
2.77,1.3,4.1,4,15.8,Clear,High,Evening,Scooter,Urban,Saturday,40.2
0.66,1.8,4.1,2,13.3,Clear,High,Evening,Car,Urban,Saturday,39.7
12.31,5.2,3.1,3,16.2,Rain,Medium,Morning,Car,Urban,Friday,62.2
14.98,9.4,4.5,3,14.5,Rain,High,Evening,Car,Rural,Thursday,92.1
2.47,0.7,4.0,4,10.3,Storm,High,Morning,Car,Urban,Thursday,57.2
4.18,2.2,4.1,3,20.9,Rain,Low,Night,Car,Suburban,Tuesday,38.0
7.98,4.6,3.9,5,19.6,Cloudy,High,Morning,Scooter,Rural,Monday,69.3
6.5,0.9,4.1,5,17.0,Clear,High,Morning,Scooter,Rural,Monday,56.3
9.27,,4.6,7,17.7,Clear,High,Evening,Car,Rural,Saturday,72.8
3.78,4.3,4.2,4,16.1,Cloudy,High,Afternoon,Bike,Urban,Thursday,38.2
9.61,3.5,5.0,3,26.4,Rain,Medium,Afternoon,Bike,Urban,Monday,58.0
4.71,2.5,4.4,5,12.8,Clear,,Evening,Car,Rural,Thursday,53.4
6.0,1.1,4.4,1,13.0,Fog,Medium,Morning,Scooter,Urban,Tuesday,46.4
11.91,13.2,4.1,4,26.0,Rain,Medium,Morning,Bike,Urban,Thursday,57.9
10.38,2.1,4.1,6,16.0,Clear,,Afternoon,Bike,Rural,Friday,44.0
1.46,5.9,4.5,3,8.7,Fog,Low,Afternoon,Bike,Suburban,Saturday,18.5
2.84,,4.6,2,25.2,Cloudy,Medium,Morning,Bike,Urban,Friday,38.6
3.8,3.0,4.3,4,11.6,Rain,High,Morning,Scooter,Urban,Sunday,45.8
2.16,2.6,4.4,3,12.3,Clear,High,Afternoon,Scooter,Urban,Tuesday,31.9
10.13,1.2,4.1,2,29.6,Clear,Medium,Afternoon,Scooter,Rural,Friday,69.0
1.34,6.6,4.2,1,8.2,Clear,High,Morning,Bike,Suburban,Sunday,28.7
2.46,6.9,4.2,2,15.1,Cloudy,Medium,Evening,Scooter,Urban,Wednesday,25.3
5.1,3.1,4.2,4,35.2,Rain,High,Evening,Bike,Urban,Saturday,79.3
8.74,2.2,4.5,5,18.9,Storm,Low,Morning,Bike,Rural,Sunday,61.8
5.9,1.7,4.1,2,13.9,Fog,Medium,Afternoon,Scooter,Rural,Friday,48.6
10.29,3.3,3.9,2,42.2,Clear,High,Evening,Bike,Urban,Tuesday,102.1
1.71,1.9,4.0,4,9.7,Storm,Medium,Evening,Car,Suburban,Tuesday,43.9
6.76,3.9,4.0,6,18.4,Clear,High,Afternoon,Scooter,Urban,Friday,52.3
5.71,4.3,4.3,5,16.5,Clear,Medium,Afternoon,Bike,Urban,Saturday,41.3
5.93,4.4,3.9,4,20.3,Rain,Medium,Morning,Bike,Urban,Monday,52.1
1.0,1.7,4.6,5,15.7,Fog,High,Evening,Bike,Urban,Wednesday,49.2
3.83,1.9,4.0,5,19.5,Fog,Medium,Night,Bike,Urban,Tuesday,44.4
4.78,3.1,4.7,5,20.0,Rain,Medium,Night,Car,Urban,Thursday,48.2
5.27,6.5,4.2,5,21.2,Clear,Medium,Morning,Scooter,Urban,Saturday,44.0
3.51,4.4,4.4,6,13.4,Clear,Medium,Afternoon,Car,Urban,Thursday,34.4
6.02,1.6,4.5,4,14.3,Clear,Medium,Morning,Scooter,Urban,Thursday,46.9
3.66,4.4,4.6,6,11.9,Cloudy,Medium,Afternoon,Car,Suburban,Friday,28.3
2.05,0.1,4.4,4,11.4,Cloudy,High,Afternoon,Car,Urban,Thursday,37.7
2.16,5.6,5.0,5,19.6,Clear,High,Evening,Bike,Urban,Friday,36.9
12.0,7.1,4.2,2,17.5,Cloudy,High,Morning,Bike,Rural,Monday,78.1
2.24,2.4,,5,11.3,Cloudy,High,Night,Bike,Urban,Monday,34.9
10.72,3.7,4.1,2,9.5,Rain,Medium,Morning,Bike,Rural,Saturday,57.4
2.23,1.8,4.5,6,27.1,Clear,Low,Morning,Scooter,Suburban,Thursday,33.2
